review_text,rating
eyes were bigger than,our
eyes were bigger than our,stomachs
eyes were bigger than our stomachs,when
eyes were bigger than our stomachs when,we
eyes were bigger than our stomachs when we,ordered
a,couple
a couple,of
a couple of,times
a couple of times,as
a couple of times as,stop
a couple of times as stop,regularly
a couple of times as stop regularly,at
a couple of times as stop regularly at,hotel
nice,meal
nice meal,and
nice meal and,excellent
nice meal and excellent,service
nice meal and excellent service,.
nice meal and excellent service .,prices
nice meal and excellent service . prices,.
nice meal and excellent service . prices .,servers
had,takeaway
had takeaway,only
had takeaway only,a
had takeaway only a,few
had takeaway only a few,times
had takeaway only a few times,from
had takeaway only a few times from,here
had takeaway only a few times from here,-
ate,there
ate there,last
ate there last,sunday
ate there last sunday,.
ate there last sunday .,got
ate there last sunday . got,there
ate there last sunday . got there,early
ate there last sunday . got there early,.
here,at
here at,ish
here at ish,on
here at ish on,a
here at ish on a,evening
here at ish on a evening,.
here at ish on a evening .,choice
here at ish on a evening . choice,on
was,out
was out,with
was out with,some
was out with some,friends
was out with some friends,on
was out with some friends on,our
was out with some friends on our,regular
was out with some friends on our regular,out
pop,in
pop in,here
pop in here,quite
pop in here quite,a
pop in here quite a,lot
pop in here quite a lot,.
pop in here quite a lot .,though
pop in here quite a lot . though,it
brunch,place
brunch place,in
brunch place in,a
brunch place in a,beautiful
brunch place in a beautiful,area
brunch place in a beautiful area,!
brunch place in a beautiful area !,walked
brunch place in a beautiful area ! walked,to
here,yesterday
here yesterday,evening
here yesterday evening,for
here yesterday evening for,a
here yesterday evening for a,little
here yesterday evening for a little,get
here yesterday evening for a little get,together
here yesterday evening for a little get together,with
i,live
i live,not
i live not,far
i live not far,away
i live not far away,from
i live not far away from,the
i live not far away from the,restaurant
i live not far away from the restaurant,and
was,looking
was looking,for
was looking for,somewhere
was looking for somewhere,for
was looking for somewhere for,a
was looking for somewhere for a,pre-dinner
was looking for somewhere for a pre-dinner,drink
was looking for somewhere for a pre-dinner drink,and
place,for
place for,private
place for private,rooms
place for private rooms,","
"place for private rooms ,",outdoor
"place for private rooms , outdoor",drinks
"place for private rooms , outdoor drinks",by
"place for private rooms , outdoor drinks by",","
wife,and
wife and,myself
wife and myself,went
wife and myself went,for
wife and myself went for,dinner
wife and myself went for dinner,and
wife and myself went for dinner and,we
wife and myself went for dinner and we,will
friendly,bar
friendly bar,near
friendly bar near,can
friendly bar near can,get
friendly bar near can get,busy
friendly bar near can get busy,so
friendly bar near can get busy so,be
friendly bar near can get busy so be,selection
you,'re
you 're,going
you 're going,to
you 're going to,the
you 're going to the,relais
you 're going to the relais,you
you 're going to the relais you,know
you 're going to the relais you know,what
loved,this
loved this,pub
loved this pub,years
loved this pub years,ago
loved this pub years ago,with
loved this pub years ago with,good
loved this pub years ago with good,atmosphere
loved this pub years ago with good atmosphere,","
our,table
our table,of
our table of,into
our table of into,'s
our table of into 's,for
our table of into 's for,a
our table of into 's for a,pre
our table of into 's for a pre,gathering
particularly,good
particularly good,or
particularly good or,bad
particularly good or bad,about
particularly good or bad about,this
particularly good or bad about this,place
particularly good or bad about this place,.
particularly good or bad about this place .,and
came,here
came here,for
came here for,a
came here for a,family
came here for a family,lunch
came here for a family lunch,and
came here for a family lunch and,thought
came here for a family lunch and thought,it
in,the
in the,area
in the area,for
in the area for,a
in the area for a,meeting
in the area for a meeting,this
in the area for a meeting this,resturant
in the area for a meeting this resturant,is
is,a
is a,great
is a great,pub
is a great pub,which
is a great pub which,is
is a great pub which is,deceptively
is a great pub which is deceptively,large
is a great pub which is deceptively large,on
here,yesterday
here yesterday,with
here yesterday with,my
here yesterday with my,brother
here yesterday with my brother,.
here yesterday with my brother .,are
here yesterday with my brother . are,of
here yesterday with my brother . are of,heritage
was,an
was an,ad
was an ad,which
was an ad which,says
was an ad which says,best
was an ad which says best,burger
was an ad which says best burger,in
was an ad which says best burger in,.
stumbled,upon
stumbled upon,this
stumbled upon this,restaurant
stumbled upon this restaurant,by
stumbled upon this restaurant by,accident
stumbled upon this restaurant by accident,","
"stumbled upon this restaurant by accident ,",and
"stumbled upon this restaurant by accident , and",were
of,my
of my,favorite
of my favorite,","
"of my favorite ,",this
"of my favorite , this",time
"of my favorite , this time",visited
"of my favorite , this time visited",the
"of my favorite , this time visited the",service
has,a
has a,lot
has a lot,of
has a lot of,great
has a lot of great,food
has a lot of great food,outlets
has a lot of great food outlets,but
has a lot of great food outlets but,for
have,visited
have visited,the
have visited the,before
have visited the before,on
have visited the before on,a
have visited the before on a,very
have visited the before on a very,busy
have visited the before on a very busy,night
for,a
for a,five
for a five,course
for a five course,vegetarian
for a five course vegetarian,tasting
for a five course vegetarian tasting,and
for a five course vegetarian tasting and,novel
for a five course vegetarian tasting and novel,twists
rolls,tend
rolls tend,to
rolls tend to,be
rolls tend to be,overpriced
rolls tend to be overpriced,everywhere
rolls tend to be overpriced everywhere,.
rolls tend to be overpriced everywhere .,place
rolls tend to be overpriced everywhere . place,is
as,.
as .,was
as . was,opposite
as . was opposite,was
as . was opposite was,.
as . was opposite was .,.
as . was opposite was . .,it
as . was opposite was . . it,'s
",",service
", service",and
", service and",and
", service and and",vibrant
", service and and vibrant",.
", service and and vibrant .",there
", service and and vibrant . there",early
", service and and vibrant . there early",if
",",interesting
", interesting",and
", interesting and",delicious
", interesting and delicious",food
", interesting and delicious food",.
", interesting and delicious food .",service
", interesting and delicious food . service",and
", interesting and delicious food . service and",a
have,been
have been,to
have been to,this
have been to this,restaurant
have been to this restaurant,a
have been to this restaurant a,few
have been to this restaurant a few,times
have been to this restaurant a few times,now
is,one
is one,of
is one of,my
is one of my,favourite
is one of my favourite,places
is one of my favourite places,to
is one of my favourite places to,eat
is one of my favourite places to eat,in
classic,french
classic french,classic
classic french classic,menu
classic french classic menu,and
classic french classic menu and,excellent
classic french classic menu and excellent,value
classic french classic menu and excellent value,.
classic french classic menu and excellent value .,coq
there,with
there with,the
there with the,wife
there with the wife,.
there with the wife .,'s
there with the wife . 's,my
there with the wife . 's my,second
there with the wife . 's my second,time
a,lovely
a lovely,family
a lovely family,meal
a lovely family meal,here
a lovely family meal here,on
a lovely family meal here on,night
a lovely family meal here on night,.
a lovely family meal here on night .,service
good,restaurant
good restaurant,just
good restaurant just,for
good restaurant just for,a
good restaurant just for a,normal
good restaurant just for a normal,day
good restaurant just for a normal day,meal
good restaurant just for a normal day meal,or
spicy,ramen
spicy ramen,hands
spicy ramen hands,down
spicy ramen hands down,is
spicy ramen hands down is,the
spicy ramen hands down is the,best
spicy ramen hands down is the best,even
spicy ramen hands down is the best even,order
two,daughters
two daughters,took
two daughters took,me
two daughters took me,here
two daughters took me here,for
two daughters took me here for,brunch
two daughters took me here for brunch,.
two daughters took me here for brunch .,were
and,others
and others,in
and others in,my
and others in my,group
and others in my group,ate
and others in my group ate,here
and others in my group ate here,after
and others in my group ate here after,seeing
came,here
came here,mid
came here mid,for
came here mid for,midweek
came here mid for midweek,lunch
came here mid for midweek lunch,and
came here mid for midweek lunch and,it
came here mid for midweek lunch and it,was
across,a
across a,bridge
across a bridge,from
across a bridge from,the
across a bridge from the,","
"across a bridge from the ,",and
"across a bridge from the , and",this
"across a bridge from the , and this",big
had,an
had an,amazing
had an amazing,lunch
had an amazing lunch,at
had an amazing lunch at,!
had an amazing lunch at !,is
had an amazing lunch at ! is,very
had an amazing lunch at ! is very,delicious
prepared,food
prepared food,and
prepared food and,réveilles
prepared food and réveilles,to
prepared food and réveilles to,delight
prepared food and réveilles to delight,you
prepared food and réveilles to delight you,.
prepared food and réveilles to delight you .,it
went,there
went there,times
went there times,in
went there times in,the
went there times in the,past
went there times in the past,year
went there times in the past year,every
went there times in the past year every,time
was,on
was on,a
was on a,walking
was on a walking,tour
was on a walking tour,and
was on a walking tour and,we
was on a walking tour and we,walked
was on a walking tour and we walked,past
here,with
here with,friends
here with friends,for
here with friends for,an
here with friends for an,early
here with friends for an early,celebration
here with friends for an early celebration,of
here with friends for an early celebration of,my
a,gorgeous
a gorgeous,meal
a gorgeous meal,in
a gorgeous meal in,this
a gorgeous meal in this,quirky
a gorgeous meal in this quirky,restaurant
a gorgeous meal in this quirky restaurant,the
a gorgeous meal in this quirky restaurant the,boats
and,rib
and rib,was
and rib was,cooked
and rib was cooked,to
and rib was cooked to,perfection
and rib was cooked to perfection,.
and rib was cooked to perfection .,muse
and rib was cooked to perfection . muse,was
've,been
've been,to
've been to,this
've been to this,restaurant
've been to this restaurant,twice
've been to this restaurant twice,and
've been to this restaurant twice and,both
've been to this restaurant twice and both,times
her,on
her on,the
her on the,for
her on the for,my
her on the for my,birthday
her on the for my birthday,and
her on the for my birthday and,was
her on the for my birthday and was,not
and,were
and were,fantastic
and were fantastic,helping
and were fantastic helping,with
and were fantastic helping with,my
and were fantastic helping with my,son
and were fantastic helping with my son,'s
and were fantastic helping with my son 's,birthday
we,waited
we waited,a
we waited a,very
we waited a very,long
we waited a very long,time
we waited a very long time,for
we waited a very long time for,food
we waited a very long time for food,and
went,for
went for,a
went for a,late
went for a late,lunch
went for a late lunch,food
went for a late lunch food,was
went for a late lunch food was,very
went for a late lunch food was very,good
of,all
of all,amazing
of all amazing,restaurant
of all amazing restaurant,for
of all amazing restaurant for,having
of all amazing restaurant for having,a
of all amazing restaurant for having a,round
of all amazing restaurant for having a round,table
desserts,here
desserts here,on
desserts here on,night
desserts here on night,with
desserts here on night with,family
desserts here on night with family,.
desserts here on night with family .,had
desserts here on night with family . had,eaten
have,n't
have n't,been
have n't been,to
have n't been to,sticky
have n't been to sticky,fingers
have n't been to sticky fingers,in
have n't been to sticky fingers in,a
have n't been to sticky fingers in a,few
and,the
and the,other
and the other,half
and the other half,always
and the other half always,pop
and the other half always pop,in
and the other half always pop in,here
and the other half always pop in here,after
daughters,took
daughters took,me
daughters took me,here
daughters took me here,for
daughters took me here for,the
daughters took me here for the,and
daughters took me here for the and,","
"daughters took me here for the and ,",a
got,a
got a,deal
got a deal,on
got a deal on,a
got a deal on a,","
"got a deal on a ,",otherwise
"got a deal on a , otherwise",may
"got a deal on a , otherwise may",have
husband,and
husband and,and
husband and and,a
husband and and a,colleague
husband and and a colleague,were
husband and and a colleague were,directed
husband and and a colleague were directed,to
husband and and a colleague were directed to,the
really,like
really like,this
really like this,small
really like this small,friendly
really like this small friendly,restaurant
really like this small friendly restaurant,but
really like this small friendly restaurant but,the
really like this small friendly restaurant but the,portions
time,to
time to,reminisce
time to reminisce,about
time to reminisce about,the
time to reminisce about the,tutorials
time to reminisce about the tutorials,spent
time to reminisce about the tutorials spent,here
time to reminisce about the tutorials spent here,in
friends,and
friends and,came
friends and came,across
friends and came across,after
friends and came across after,looking
friends and came across after looking,for
friends and came across after looking for,a
friends and came across after looking for a,place
good,restaurant
good restaurant,with
good restaurant with,fair
good restaurant with fair,menu
good restaurant with fair menu,and
good restaurant with fair menu and,friendly
good restaurant with fair menu and friendly,ordered
good restaurant with fair menu and friendly ordered,two
here,for
here for,lunch
here for lunch,with
here for lunch with,a
here for lunch with a,few
here for lunch with a few,friends
here for lunch with a few friends,as
here for lunch with a few friends as,decent
went,for
went for,dinner
went for dinner,","
"went for dinner ,",we
"went for dinner , we",had
"went for dinner , we had",appetizers
"went for dinner , we had appetizers",&
"went for dinner , we had appetizers &",entrees
start,the
start the,heading
start the heading,by
start the heading by,assessing
start the heading by assessing,the
start the heading by assessing the,food
start the heading by assessing the food,.
start the heading by assessing the food .,remember
disappointed,.
disappointed .,'m
disappointed . 'm,a
disappointed . 'm a,massive
disappointed . 'm a massive,steak
disappointed . 'm a massive steak,lover
disappointed . 'm a massive steak lover,and
disappointed . 'm a massive steak lover and,'m
school,pub
school pub,with
school pub with,a
school pub with a,v
school pub with a v,crafty
school pub with a v crafty,range
school pub with a v crafty range,good
school pub with a v crafty range good,to
far,","
"far ,",our
"far , our",favorite
"far , our favorite",place
"far , our favorite place",to
"far , our favorite place to",eat
"far , our favorite place to eat",breakfast
"far , our favorite place to eat breakfast",at
is,a
is a,restaurant
is a restaurant,over
is a restaurant over,a
is a restaurant over a,pub
is a restaurant over a pub,.
is a restaurant over a pub .,has
is a restaurant over a pub . has,a
been,to
been to,the
been to the,'s
been to the 's,before
been to the 's before,but
been to the 's before but,we
been to the 's before but we,were
been to the 's before but we were,n't
a,good
a good,dining
a good dining,experience
a good dining experience,.
a good dining experience .,am
a good dining experience . am,vegan
a good dining experience . am vegan,and
a good dining experience . am vegan and,ordered
place,","
"place ,",poor
"place , poor",service
"place , poor service",","
"place , poor service ,",microwave
"place , poor service , microwave",meals
"place , poor service , microwave meals",.
"place , poor service , microwave meals .",one
here,for
here for,a
here for a,meal
here for a meal,.
here for a meal .,have
here for a meal . have,eaten
here for a meal . have eaten,at
here for a meal . have eaten at,this
thought,the
thought the,food
thought the food,was
thought the food was,amazing
thought the food was amazing,.
thought the food was amazing .,husband
thought the food was amazing . husband,loved
thought the food was amazing . husband loved,the
you,goes
you goes,to
you goes to,and
you goes to and,her
you goes to and her,wonderful
you goes to and her wonderful,staff
you goes to and her wonderful staff,for
you goes to and her wonderful staff for,making
their,website
their website,check
their website check,out
their website check out,the
their website check out the,menu
their website check out the menu,as
their website check out the menu as,it
their website check out the menu as it,does
place,","
"place ,",great
"place , great",food
"place , great food",!
"place , great food !",be
"place , great food ! be",prepared
"place , great food ! be prepared",to
"place , great food ! be prepared to",leave
",",the
", the",alcohol
", the alcohol",is
", the alcohol is",a
", the alcohol is a",rip
", the alcohol is a rip",off
", the alcohol is a rip off",.
", the alcohol is a rip off .",ordered
little,place
little place,.
little place .,so
little place . so,reserve
little place . so reserve,.
little place . so reserve .,chicken
little place . so reserve . chicken,was
little place . so reserve . chicken was,great
were,bought
were bought,this
were bought this,for
were bought this for,and
were bought this for and,turned
were bought this for and turned,out
were bought this for and turned out,to
were bought this for and turned out to,be
restaurant,has
restaurant has,really
restaurant has really,gone
restaurant has really gone,down
restaurant has really gone down,from
restaurant has really gone down from,a
restaurant has really gone down from a,few
restaurant has really gone down from a few,years
place,is
place is,great
place is great,-
place is great -,the
place is great - the,dim
place is great - the dim,sum
place is great - the dim sum,is
place is great - the dim sum is,always
conditioning,has
conditioning has,been
conditioning has been,broken
conditioning has been broken,for
conditioning has been broken for,a
conditioning has been broken for a,few
conditioning has been broken for a few,weeks
conditioning has been broken for a few weeks,now
been,told
been told,that
been told that,was
been told that was,a
been told that was a,good
been told that was a good,place
been told that was a good place,to
been told that was a good place to,find
always,wanted
always wanted,to
always wanted to,try
always wanted to try,as
always wanted to try as,we
always wanted to try as we,'ve
always wanted to try as we 've,heard
always wanted to try as we 've heard,great
nice,selection
nice selection,of
nice selection of,cocktails
nice selection of cocktails,","
"nice selection of cocktails ,",happy
"nice selection of cocktails , happy",hour
"nice selection of cocktails , happy hour",all
"nice selection of cocktails , happy hour all",day
a,native
a native,in
a native in,","
"a native in ,",was
"a native in , was",extremely
"a native in , was extremely",hesitant
"a native in , was extremely hesitant",to
"a native in , was extremely hesitant to",try
went,for
went for,a
went for a,dinner
went for a dinner,recommended
went for a dinner recommended,by
went for a dinner recommended by,the
went for a dinner recommended by the,hotel
went for a dinner recommended by the hotel,receptionist
views,are
views are,fantastic
views are fantastic,as
views are fantastic as,the
views are fantastic as the,hotel
views are fantastic as the hotel,is
views are fantastic as the hotel is,right
views are fantastic as the hotel is right,next
atmosphere,","
"atmosphere ,",not
"atmosphere , not",too
"atmosphere , not too",busy
"atmosphere , not too busy",","
"atmosphere , not too busy ,",just
"atmosphere , not too busy , just",cosy
"atmosphere , not too busy , just cosy",","
always,order
always order,a
always order a,burger
always order a burger,fries
always order a burger fries,and
always order a burger fries and,milkshake
always order a burger fries and milkshake,from
always order a burger fries and milkshake from,here
for,generations
for generations,-
for generations -,suited
for generations - suited,everyone
for generations - suited everyone,really
for generations - suited everyone really,well
for generations - suited everyone really well,-
for generations - suited everyone really well -,good
we,were
we were,told
we were told,that
we were told that,we
we were told that we,couldnt
we were told that we couldnt,have
we were told that we couldnt have,sandwiches
we were told that we couldnt have sandwiches,and
here,with
here with,a
here with a,few
here with a few,work
here with a few work,colleagues
here with a few work colleagues,for
here with a few work colleagues for,lunch
here with a few work colleagues for lunch,","
is,a
is a,must
is a must,stop
is a must stop,if
is a must stop if,your
is a must stop if your,in
is a must stop if your in,the
is a must stop if your in the,vicinity
a,good
a good,steak
a good steak,and
a good steak and,got
a good steak and got,just
a good steak and got just,that
a good steak and got just that,","
"a good steak and got just that ,",it
was,bought
was bought,a
was bought a,three
was bought a three,course
was bought a three course,meal
was bought a three course meal,here
was bought a three course meal here,via
was bought a three course meal here via,groupon
can,not
can not,fault
can not fault,the
can not fault the,atmosphere
can not fault the atmosphere,and
can not fault the atmosphere and,ambience
can not fault the atmosphere and ambience,at
can not fault the atmosphere and ambience at,the
is,the
is the,classic
is the classic,place
is the classic place,that
is the classic place that,u
is the classic place that u,can
is the classic place that u can,never
is the classic place that u can never,tell
do,start
do start,.
do start .,my
do start . my,parents
do start . my parents,visiting
do start . my parents visiting,from
do start . my parents visiting from,&
do start . my parents visiting from &,from
before,but
before but,always
before but always,happy
before but always happy,to
before but always happy to,visit
before but always happy to visit,this
before but always happy to visit this,lovely
before but always happy to visit this lovely,and
'm,neither
'm neither,vegan
'm neither vegan,nor
'm neither vegan nor,veggy
'm neither vegan nor veggy,but
'm neither vegan nor veggy but,am
'm neither vegan nor veggy but am,a
'm neither vegan nor veggy but am a,.
was,our
was our,time
was our time,at
was our time at,the
was our time at the,restaurant
was our time at the restaurant,have
was our time at the restaurant have,joined
was our time at the restaurant have joined,the
've,eaten
've eaten,here
've eaten here,a
've eaten here a,few
've eaten here a few,times
've eaten here a few times,for
've eaten here a few times for,business
've eaten here a few times for business,lunches
location,is
location is,very
location is very,nice
location is very nice,","
"location is very nice ,",the
"location is very nice , the",service
"location is very nice , the service",is
"location is very nice , the service is",good
were,taken
were taken,here
were taken here,by
were taken here by,our
were taken here by our,relative
were taken here by our relative,who
were taken here by our relative who,lives
were taken here by our relative who lives,locally
found,this
found this,restaurant
found this restaurant,walking
found this restaurant walking,to
found this restaurant walking to,our
found this restaurant walking to our,hotel
found this restaurant walking to our hotel,from
found this restaurant walking to our hotel from,station
sane,has
sane has,been
sane has been,eating
sane has been eating,at
sane has been eating at,for
sane has been eating at for,the
sane has been eating at for the,last
sane has been eating at for the last,years
was,our
was our,first
was our first,pub
was our first pub,experience
was our first pub experience,after
was our first pub experience after,arriving
was our first pub experience after arriving,in
was our first pub experience after arriving in,.
place,","
"place ,",love
"place , love",their
"place , love their",chicken
"place , love their chicken",staff
"place , love their chicken staff",are
"place , love their chicken staff are",absolutely
"place , love their chicken staff are absolutely",lovely
is,such
is such,a
is such a,homely
is such a homely,restaurant
is such a homely restaurant,it
is such a homely restaurant it,seemed
is such a homely restaurant it seemed,that
is such a homely restaurant it seemed that,was
entrance,","
"entrance ,",wonderful
"entrance , wonderful",atmosphere
"entrance , wonderful atmosphere",.
"entrance , wonderful atmosphere .",to
"entrance , wonderful atmosphere . to",say
"entrance , wonderful atmosphere . to say",the
"entrance , wonderful atmosphere . to say the",least
a,great
a great,pub
a great pub,.
a great pub .,building
a great pub . building,","
"a great pub . building ,",clean
"a great pub . building , clean",&
"a great pub . building , clean &",inviting
have,to
have to,visit
have to visit,when
have to visit when,in
have to visit when in,.
have to visit when in .,food
have to visit when in . food,is
have to visit when in . food is,great
took,my
took my,aunt
took my aunt,and
took my aunt and,sister
took my aunt and sister,here
took my aunt and sister here,as
took my aunt and sister here as,they
took my aunt and sister here as they,wanted
perfect,bar
perfect bar,to
perfect bar to,spend
perfect bar to spend,couple
perfect bar to spend couple,hours
perfect bar to spend couple hours,in
perfect bar to spend couple hours in,it
perfect bar to spend couple hours in it,.
around,and
around and,currently
around and currently,owned
around and currently owned,by
around and currently owned by,the
around and currently owned by the,trust
around and currently owned by the trust,","
"around and currently owned by the trust ,",is
a,very
a very,crowded
a very crowded,street
a very crowded street,","
"a very crowded street ,",you
"a very crowded street , you",might
"a very crowded street , you might",be
"a very crowded street , you might be",forgiven
here,for
here for,lunch
here for lunch,.
here for lunch .,had
here for lunch . had,two
here for lunch . had two,staff
here for lunch . had two staff,on
here for lunch . had two staff on,duty
food,was
food was,n't
food was n't,out
food was n't out,of
food was n't out of,this
food was n't out of this,world
food was n't out of this world,but
food was n't out of this world but,it
had,lunch
had lunch,here
had lunch here,&
had lunch here &,ordered
had lunch here & ordered,a
had lunch here & ordered a,selection
had lunch here & ordered a selection,of
had lunch here & ordered a selection of,seafood
great,(
great (,amazing
great ( amazing,steaks
great ( amazing steaks,)
great ( amazing steaks ),","
"great ( amazing steaks ) ,",alcohol
"great ( amazing steaks ) , alcohol",flowed
"great ( amazing steaks ) , alcohol flowed",and
came,here
came here,with
came here with,friends
came here with friends,after
came here with friends after,my
came here with friends after my,wife
came here with friends after my wife,had
came here with friends after my wife had,visited
on,time
on time,for
on time for,our
on time for our,booking
on time for our booking,which
on time for our booking which,did
on time for our booking which did,not
on time for our booking which did not,appear
at,a
at a,nearby
at a nearby,hotel
at a nearby hotel,","
"at a nearby hotel ,",ran
"at a nearby hotel , ran",across
"at a nearby hotel , ran across",this
"at a nearby hotel , ran across this",late
this,place
this place,","
"this place ,",has
"this place , has",many
"this place , has many",mixed
"this place , has many mixed",reviews
"this place , has many mixed reviews",but
"this place , has many mixed reviews but",in
staff,at
staff at,the
staff at the,restaurant
staff at the restaurant,were
staff at the restaurant were,incredibly
staff at the restaurant were incredibly,bordering
staff at the restaurant were incredibly bordering,on
staff at the restaurant were incredibly bordering on,rude
tried,soup
tried soup,","
"tried soup ,",potatoes
"tried soup , potatoes",","
"tried soup , potatoes ,",burger
"tried soup , potatoes , burger",","
"tried soup , potatoes , burger ,",sausages
"tried soup , potatoes , burger , sausages",","
is,the
is the,third
is the third,time
is the third time,'ve
is the third time 've,visited
is the third time 've visited,this
is the third time 've visited this,restaurant
is the third time 've visited this restaurant,in
time,to
time to,for
time to for,an
time to for an,anniversary
time to for an anniversary,dinner
time to for an anniversary dinner,tuned
time to for an anniversary dinner tuned,out
time to for an anniversary dinner tuned out,to
attend,on
attend on,a
attend on a,for
attend on a for,my
attend on a for my,pancake
attend on a for my pancake,fix
attend on a for my pancake fix,and
attend on a for my pancake fix and,despite
food,","
"food ,",attentive
"food , attentive",staff
"food , attentive staff",.
"food , attentive staff .",","
"food , attentive staff . ,",seemed
"food , attentive staff . , seemed",to
"food , attentive staff . , seemed to",run
the,design
the design,of
the design of,restaurant
the design of restaurant,.
the design of restaurant .,a
the design of restaurant . a,very
the design of restaurant . a very,nice
the design of restaurant . a very nice,airy
barman,made
barman made,it
barman made it,clear
barman made it clear,we
barman made it clear we,ca
barman made it clear we ca,n't
barman made it clear we ca n't,sit
barman made it clear we ca n't sit,down
curry,in
curry in,!
curry in !,made
curry in ! made,us
curry in ! made us,wait
curry in ! made us wait,half
curry in ! made us wait half,an
curry in ! made us wait half an,hour
services,were
services were,quick
services were quick,and
services were quick and,consistent
services were quick and consistent,","
"services were quick and consistent ,",it
"services were quick and consistent , it",felt
"services were quick and consistent , it felt",like
a,nice
a nice,family
a nice family,atmosphere
a nice family atmosphere,and
a nice family atmosphere and,great
a nice family atmosphere and great,pizzas
a nice family atmosphere and great pizzas,for
a nice family atmosphere and great pizzas for,my
you,are
you are,looking
you are looking,for
you are looking for,a
you are looking for a,more
you are looking for a more,upmarket
you are looking for a more upmarket,traditional
you are looking for a more upmarket traditional,pie
and,not
and not,sorry
and not sorry,for
and not sorry for,the
and not sorry for the,capitals
and not sorry for the capitals,","
"and not sorry for the capitals ,",but
"and not sorry for the capitals , but",our
craving,for
craving for,good
craving for good,quality
craving for good quality,cuisine
craving for good quality cuisine,just
craving for good quality cuisine just,a
craving for good quality cuisine just a,few
craving for good quality cuisine just a few,months
had,our
had our,late
had our late,dinner
had our late dinner,at
had our late dinner at,this
had our late dinner at this,restaurant
had our late dinner at this restaurant,.
had our late dinner at this restaurant .,staff
them,out
them out,with
them out with,.
them out with .,was
them out with . was,superb
them out with . was superb,and
them out with . was superb and,the
them out with . was superb and the,was
booked,this
booked this,restaurant
booked this restaurant,for
booked this restaurant for,an
booked this restaurant for an,early
booked this restaurant for an early,gift
booked this restaurant for an early gift,and
booked this restaurant for an early gift and,to
it,comes
it comes,to
it comes to,restaurants
it comes to restaurants,in
it comes to restaurants in,'s
it comes to restaurants in 's,","
"it comes to restaurants in 's ,",diners
"it comes to restaurants in 's , diners",have
a,family
a family,lunch
a family lunch,yesterday
a family lunch yesterday,at
a family lunch yesterday at,and
a family lunch yesterday at and,was
a family lunch yesterday at and was,really
a family lunch yesterday at and was really,impressed
were,drawn
were drawn,into
were drawn into,the
were drawn into the,restaurant
were drawn into the restaurant,my
were drawn into the restaurant my,the
were drawn into the restaurant my the,lovely
were drawn into the restaurant my the lovely,colourful
now,and
now and,again
now and again,meet
now and again meet,up
now and again meet up,here
now and again meet up here,for
now and again meet up here for,business
now and again meet up here for business,lunches
in,for
in for,a
in for a,drink
in for a drink,and
in for a drink and,the
in for a drink and the,atmosphere
in for a drink and the atmosphere,was
in for a drink and the atmosphere was,really
friend,and
friend and,dined
friend and dined,here
friend and dined here,back
friend and dined here back,when
friend and dined here back when,this
friend and dined here back when this,restaurant
friend and dined here back when this restaurant,was
walked,past
walked past,this
walked past this,place
walked past this place,a
walked past this place a,couple
walked past this place a couple,of
walked past this place a couple of,times
walked past this place a couple of times,while
family,member
family member,who
family member who,is
family member who is,a
family member who is a,vegan
family member who is a vegan,.
family member who is a vegan .,expensive
family member who is a vegan . expensive,for
had,visited
had visited,the
had visited the,antiques
had visited the antiques,fair
had visited the antiques fair,on
had visited the antiques fair on,the
had visited the antiques fair on the,and
had visited the antiques fair on the and,wanted
in,my
in my,chance
in my chance,for
in my chance for,lunch
in my chance for lunch,and
in my chance for lunch and,were
in my chance for lunch and were,treated
in my chance for lunch and were treated,to
have,eaten
have eaten,in
have eaten in,a
have eaten in a,number
have eaten in a number,of
have eaten in a number of,restaurants
have eaten in a number of restaurants,and
have eaten in a number of restaurants and,have
had,dinner
had dinner,at
had dinner at,this
had dinner at this,place
had dinner at this place,two
had dinner at this place two,times
had dinner at this place two times,","
"had dinner at this place two times ,",and
were,met
were met,with
were met with,a
were met with a,warm
were met with a warm,welcome
were met with a warm welcome,.
were met with a warm welcome .,staff
were met with a warm welcome . staff,continued
night,spent
night spent,at
night spent at,this
night spent at this,restaurant
night spent at this restaurant,with
night spent at this restaurant with,atmosphere
night spent at this restaurant with atmosphere,","
"night spent at this restaurant with atmosphere ,",nice
cuisine,in
cuisine in,ok
cuisine in ok,functional
cuisine in ok functional,setting
cuisine in ok functional setting,.
cuisine in ok functional setting .,opted
cuisine in ok functional setting . opted,for
cuisine in ok functional setting . opted for,a
a,great
a great,place
a great place,for
a great place for,an
a great place for an,afternoon
a great place for an afternoon,treat
a great place for an afternoon treat,!
a great place for an afternoon treat !,cakes
way,out
way out,of
way out of,circle
way out of circle,.
way out of circle .,worth
way out of circle . worth,a
way out of circle . worth a,visit
way out of circle . worth a visit,did
booke,the
booke the,fixed
booke the fixed,menu
booke the fixed menu,lunch
booke the fixed menu lunch,to
booke the fixed menu lunch to,celebrate
booke the fixed menu lunch to celebrate,my
booke the fixed menu lunch to celebrate my,wife
special,celebration
special celebration,and
special celebration and,a
special celebration and a,fine
special celebration and a fine,meal
special celebration and a fine meal,was
special celebration and a fine meal was,laid
special celebration and a fine meal was laid,on
and,my
and my,friend
and my friend,were
and my friend were,on
and my friend were on,a
and my friend were on a,visit
and my friend were on a visit,to
and my friend were on a visit to,for
been,to
been to,other
been to other,turtle
been to other turtle,bay
been to other turtle bay,branches
been to other turtle bay branches,in
been to other turtle bay branches in,","
